Name	Sequence Accession	Complete Genome	Segment	Segment Length	Subtype	Collection Date	Host Species	Country	State/Province	Flu Season	Strain Name	
HA	CY149164	Yes	4	1737	H3N2	12/30/2012	IRD:Human	USA	Massachusetts	12-13	A/Boston/DOA2-223/2012	
HA	CY149172	Yes	4	1731	H3N2	01/01/2013	IRD:Human	USA	Massachusetts	12-13	A/Boston/DOA2-224/2013	
HA	CY149180	Yes	4	1737	H3N2	01/22/2013	IRD:Human	USA	Massachusetts	12-13	A/Boston/DOA2-225/2013	
HA	CY149188	Yes	4	1737	H3N2	01/05/2013	IRD:Human	USA	Massachusetts	12-13	A/Boston/DOA2-226/2013	
HA	CY149196	Yes	4	1737	H3N2	01/11/2013	IRD:Human	USA	Massachusetts	12-13	A/Boston/DOA2-227/2013	
HA	CY149204	Yes	4	1737	H3N2	01/05/2013	IRD:Human	USA	Massachusetts	12-13	A/Boston/DOA2-228/2013	
HA	CY149212	Yes	4	1737	H3N2	01/11/2013	IRD:Human	USA	Massachusetts	12-13	A/Boston/DOA2-229/2013	
HA	CY149220	Yes	4	1737	H3N2	01/17/2013	IRD:Human	USA	Massachusetts	12-13	A/Boston/DOA2-230/2013	
HA	CY149228	Yes	4	1737	H3N2	01/10/2013	IRD:Human	USA	Massachusetts	12-13	A/Boston/DOA2-232/2013	
HA	CY149236	Yes	4	1737	H3N2	01/03/2013	IRD:Human	USA	Massachusetts	12-13	A/Boston/DOA2-233/2013	
HA	CY149244	Yes	4	1737	H3N2	01/07/2013	IRD:Human	USA	Massachusetts	12-13	A/Boston/DOA2-235/2013	
HA	CY149252	Yes	4	1737	H3N2	01/10/2013	IRD:Human	USA	Massachusetts	12-13	A/Boston/DOA2-236/2013	
HA	CY149260	Yes	4	1737	H3N2	01/04/2013	IRD:Human	USA	Massachusetts	12-13	A/Boston/DOA2-238/2013	
HA	CY149268	Yes	4	1737	H3N2	01/09/2013	IRD:Human	USA	Massachusetts	12-13	A/Boston/DOA2-239/2013	
HA	CY149276	Yes	4	1737	H3N2	01/08/2013	IRD:Human	USA	Massachusetts	12-13	A/Boston/DOA2-240/2013	
HA	CY149284	Yes	4	1737	H3N2	01/04/2013	IRD:Human	USA	Massachusetts	12-13	A/Boston/DOA2-241/2013	
HA	CY149292	Yes	4	1737	H3N2	01/04/2013	IRD:Human	USA	Massachusetts	12-13	A/Boston/DOA2-242/2013	
HA	CY149300	Yes	4	1737	H3N2	01/10/2013	IRD:Human	USA	Massachusetts	12-13	A/Boston/DOA2-243/2013	
HA	CY149308	Yes	4	1737	H3N2	01/28/2013	IRD:Human	USA	Massachusetts	12-13	A/Boston/DOA2-244/2013	
HA	CY149316	Yes	4	1737	H3N2	01/25/2013	IRD:Human	USA	Massachusetts	12-13	A/Boston/DOA2-245/2013	
HA	CY149324	Yes	4	1737	H3N2	01/26/2013	IRD:Human	USA	Massachusetts	12-13	A/Boston/DOA2-246/2013	
HA	CY111246	Yes	4	1735	H3N2	01/28/2011	IRD:Human	USA	Massachusetts	10-11	A/Boston/DOA20/2011(H3N2)	
HA	CY116707	Yes	4	1735	H3N2	02/01/2011	IRD:Human	USA	Massachusetts	10-11	A/Boston/DOA24/2011	
HA	CY125717	Yes	4	1731	H3N2	02/21/2011	IRD:Human	USA	Massachusetts	10-11	A/Boston/DOA27/2011	
HA	CY134481	Yes	4	1731	H3N2	01/27/2011	IRD:Human	USA	Massachusetts	10-11	A/Boston/DOA29/2011	
HA	CY111270	Yes	4	1735	H3N2	02/07/2011	IRD:Human	USA	Massachusetts	10-11	A/Boston/DOA32/2011(H3N2)	
HA	CY111546	Yes	4	1731	H3N2	02/08/2011	IRD:Human	USA	Massachusetts	10-11	A/Boston/DOA33/2011(H3N2)	
HA	CY134505	Yes	4	1737	H3N2	02/10/2011	IRD:Human	USA	Massachusetts	10-11	A/Boston/DOA36/2011	
HA	CY134513	Yes	4	1731	H3N2	02/12/2011	IRD:Human	USA	Massachusetts	10-11	A/Boston/DOA38/2011	
HA	CY134529	Yes	4	1737	H3N2	02/13/2011	IRD:Human	USA	Massachusetts	10-11	A/Boston/DOA41/2011	
HA	CY117581	Yes	4	1732	H3N2	02/14/2011	IRD:Human	USA	Massachusetts	10-11	A/Boston/DOA42/2011(H3N2)	
HA	CY134545	Yes	4	1737	H3N2	02/15/2011	IRD:Human	USA	Massachusetts	10-11	A/Boston/DOA45/2011	
HA	CY134561	Yes	4	1731	H3N2	02/14/2011	IRD:Human	USA	Massachusetts	10-11	A/Boston/DOA47/2011	
HA	CY111302	Yes	4	1732	H3N2	02/16/2011	IRD:Human	USA	Massachusetts	10-11	A/Boston/DOA48/2011(H3N2)	
HA	CY134577	Yes	4	1731	H3N2	02/18/2011	IRD:Human	USA	Massachusetts	10-11	A/Boston/DOA50/2011	
HA	CY111310	Yes	4	1735	H3N2	02/18/2011	IRD:Human	USA	Massachusetts	10-11	A/Boston/DOA51/2011(H3N2)	
HA	CY111318	Yes	4	1735	H3N2	02/18/2011	IRD:Human	USA	Massachusetts	10-11	A/Boston/DOA52/2011(H3N2)	
HA	CY134593	Yes	4	1737	H3N2	02/22/2011	IRD:Human	USA	Massachusetts	10-11	A/Boston/DOA54/2011	
HA	CY111326	Yes	4	1735	H3N2	02/21/2011	IRD:Human	USA	Massachusetts	10-11	A/Boston/DOA55/2011(H3N2)	
HA	CY111334	Yes	4	1731	H3N2	02/23/2011	IRD:Human	USA	Massachusetts	10-11	A/Boston/DOA57/2011(H3N2)	
HA	CY134601	Yes	4	1737	H3N2	02/24/2011	IRD:Human	USA	Massachusetts	10-11	A/Boston/DOA60/2011	
HA	CY111342	Yes	4	1731	H3N2	02/24/2011	IRD:Human	USA	Massachusetts	10-11	A/Boston/DOA61/2011(H3N2)	
HA	CY134609	Yes	4	1737	H3N2	02/25/2011	IRD:Human	USA	Massachusetts	10-11	A/Boston/DOA63/2011	
HA	CY111390	Yes	4	1731	H3N2	02/26/2011	IRD:Human	USA	Massachusetts	10-11	A/Boston/DOA64/2011(H3N2)	
HA	CY111350	Yes	4	1735	H3N2	02/26/2011	IRD:Human	USA	Massachusetts	10-11	A/Boston/DOA66/2011(H3N2)	
HA	CY111358	Yes	4	1731	H3N2	02/28/2011	IRD:Human	USA	Massachusetts	10-11	A/Boston/DOA67/2011(H3N2)	
HA	CY116715	Yes	4	1734	H3N2	03/01/2011	IRD:Human	USA	Massachusetts	10-11	A/Boston/DOA68/2011	
HA	CY111366	Yes	4	1735	H3N2	03/02/2011	IRD:Human	USA	Massachusetts	10-11	A/Boston/DOA69/2011	
HA	CY111382	Yes	4	1731	H3N2	03/05/2011	IRD:Human	USA	Massachusetts	10-11	A/Boston/DOA71/2011(H3N2)	
HA	CY117589	Yes	4	1731	H3N2	03/09/2011	IRD:Human	USA	Massachusetts	10-11	A/Boston/DOA74/2011(H3N2)	
HA	CY111478	Yes	4	1735	H3N2	03/11/2011	IRD:Human	USA	Massachusetts	10-11	A/Boston/DOA75/2011	
HA	CY111406	Yes	4	1735	H3N2	03/13/2011	IRD:Human	USA	Massachusetts	10-11	A/Boston/DOA77/2011(H3N2)	
HA	CY111414	Yes	4	1735	H3N2	03/14/2011	IRD:Human	USA	Massachusetts	10-11	A/Boston/DOA78/2011	
HA	CY111422	Yes	4	1731	H3N2	03/12/2011	IRD:Human	USA	Massachusetts	10-11	A/Boston/DOA79/2011(H3N2)	
HA	CY111430	Yes	4	1735	H3N2	03/16/2011	IRD:Human	USA	Massachusetts	10-11	A/Boston/DOA80/2011	
HA	CY111438	Yes	4	1731	H3N2	03/17/2011	IRD:Human	USA	Massachusetts	10-11	A/Boston/DOA81/2011(H3N2)	
HA	CY111446	Yes	4	1732	H3N2	03/17/2011	IRD:Human	USA	Massachusetts	10-11	A/Boston/DOA82/2011	
HA	CY117597	No	4	1731	H3N2	03/21/2011	IRD:Human	USA	Massachusetts	10-11	A/Boston/DOA83/2011(H3N2)	
HA	CY111454	Yes	4	1731	H3N2	03/23/2011	IRD:Human	USA	Massachusetts	10-11	A/Boston/DOA85/2011(H3N2)	
HA	CY111462	Yes	4	1731	H3N2	03/29/2011	IRD:Human	USA	Massachusetts	10-11	A/Boston/DOA86/2011(H3N2)	
HA	CY111470	Yes	4	1732	H3N2	04/25/2011	IRD:Human	USA	Massachusetts	10-11	A/Boston/DOA87/2011	
HA	CY125791	Yes	4	1732	H3N2	04/19/2012	IRD:Human	USA	Massachusetts	11-12	A/Boston/DOA94/2012	
HA	CY167887	Yes	4	1737	H3N2	10/26/2012	IRD:Human	USA	Massachusetts	12-13	A/Boston/YGA_00002/2012	
HA	CY167895	Yes	4	1737	H3N2	11/27/2012	IRD:Human	USA	Massachusetts	12-13	A/Boston/YGA_00003/2012	
HA	CY167903	Yes	4	1731	H3N2	12/05/2012	IRD:Human	USA	Massachusetts	12-13	A/Boston/YGA_00004/2012	
HA	CY167911	Yes	4	1737	H3N2	12/14/2012	IRD:Human	USA	Massachusetts	12-13	A/Boston/YGA_00006/2012	
HA	CY167919	Yes	4	1737	H3N2	12/18/2012	IRD:Human	USA	Massachusetts	12-13	A/Boston/YGA_00007/2012	
HA	CY167927	Yes	4	1737	H3N2	12/19/2012	IRD:Human	USA	Massachusetts	12-13	A/Boston/YGA_00008/2012	
HA	CY167935	Yes	4	1737	H3N2	12/20/2012	IRD:Human	USA	Massachusetts	12-13	A/Boston/YGA_00009/2012	
HA	CY167943	Yes	4	1737	H3N2	12/20/2012	IRD:Human	USA	Massachusetts	12-13	A/Boston/YGA_00010/2012	
HA	CY167951	Yes	4	1737	H3N2	12/27/2012	IRD:Human	USA	Massachusetts	12-13	A/Boston/YGA_00011/2012	
HA	CY167959	Yes	4	1737	H3N2	12/27/2012	IRD:Human	USA	Massachusetts	12-13	A/Boston/YGA_00012/2012	
HA	CY167967	Yes	4	1737	H3N2	12/28/2012	IRD:Human	USA	Massachusetts	12-13	A/Boston/YGA_00014/2012	
HA	CY167975	Yes	4	1728	H3N2	12/28/2012	IRD:Human	USA	Massachusetts	12-13	A/Boston/YGA_00015/2012	
HA	CY167983	Yes	4	1731	H3N2	12/28/2012	IRD:Human	USA	Massachusetts	12-13	A/Boston/YGA_00016/2012	
HA	CY167991	Yes	4	1737	H3N2	12/29/2012	IRD:Human	USA	Massachusetts	12-13	A/Boston/YGA_00017/2012	
HA	CY167999	Yes	4	1737	H3N2	12/31/2012	IRD:Human	USA	Massachusetts	12-13	A/Boston/YGA_00019/2012	
HA	CY168007	Yes	4	1731	H3N2	12/28/2012	IRD:Human	USA	Massachusetts	12-13	A/Boston/YGA_00020/2012	
HA	CY168015	Yes	4	1737	H3N2	12/31/2012	IRD:Human	USA	Massachusetts	12-13	A/Boston/YGA_00021/2012	
HA	CY168023	Yes	4	1737	H3N2	01/02/2013	IRD:Human	USA	Massachusetts	12-13	A/Boston/YGA_00022/2013	
HA	CY168031	Yes	4	1737	H3N2	01/03/2013	IRD:Human	USA	Massachusetts	12-13	A/Boston/YGA_00024/2013	
HA	CY168039	Yes	4	1737	H3N2	01/03/2013	IRD:Human	USA	Massachusetts	12-13	A/Boston/YGA_00025/2013	
HA	CY168047	Yes	4	1737	H3N2	01/03/2013	IRD:Human	USA	Massachusetts	12-13	A/Boston/YGA_00026/2013	
HA	CY168055	Yes	4	1737	H3N2	01/03/2013	IRD:Human	USA	Massachusetts	12-13	A/Boston/YGA_00027/2013	
HA	CY168063	Yes	4	1737	H3N2	01/03/2013	IRD:Human	USA	Massachusetts	12-13	A/Boston/YGA_00028/2013	
HA	CY168071	Yes	4	1737	H3N2	01/04/2013	IRD:Human	USA	Massachusetts	12-13	A/Boston/YGA_00030/2013	
HA	CY168079	Yes	4	1737	H3N2	01/09/2013	IRD:Human	USA	Massachusetts	12-13	A/Boston/YGA_00031/2013	
HA	CY168087	Yes	4	1737	H3N2	01/10/2013	IRD:Human	USA	Massachusetts	12-13	A/Boston/YGA_00035/2013	
HA	CY168103	Yes	4	1731	H3N2	01/11/2013	IRD:Human	USA	Massachusetts	12-13	A/Boston/YGA_00038/2013	
HA	CY168111	Yes	4	1737	H3N2	01/11/2013	IRD:Human	USA	Massachusetts	12-13	A/Boston/YGA_00039/2013	
HA	CY168119	Yes	4	1737	H3N2	01/11/2013	IRD:Human	USA	Massachusetts	12-13	A/Boston/YGA_00040/2013	
HA	CY168127	Yes	4	1737	H3N2	01/11/2013	IRD:Human	USA	Massachusetts	12-13	A/Boston/YGA_00041/2013	
HA	CY168135	Yes	4	1737	H3N2	01/12/2013	IRD:Human	USA	Massachusetts	12-13	A/Boston/YGA_00042/2013	
HA	CY168143	Yes	4	1737	H3N2	01/12/2013	IRD:Human	USA	Massachusetts	12-13	A/Boston/YGA_00043/2013	
HA	CY168151	Yes	4	1737	H3N2	01/13/2013	IRD:Human	USA	Massachusetts	12-13	A/Boston/YGA_00044/2013	
HA	CY168159	Yes	4	1737	H3N2	01/13/2013	IRD:Human	USA	Massachusetts	12-13	A/Boston/YGA_00045/2013	
HA	CY168167	Yes	4	1737	H3N2	01/14/2013	IRD:Human	USA	Massachusetts	12-13	A/Boston/YGA_00046/2013	
HA	CY168175	Yes	4	1737	H3N2	01/15/2013	IRD:Human	USA	Massachusetts	12-13	A/Boston/YGA_00047/2013	
HA	CY168183	Yes	4	1737	H3N2	01/15/2013	IRD:Human	USA	Massachusetts	12-13	A/Boston/YGA_00048/2013	
HA	CY168191	Yes	4	1737	H3N2	01/15/2013	IRD:Human	USA	Massachusetts	12-13	A/Boston/YGA_00049/2013	
HA	CY168199	Yes	4	1737	H3N2	01/18/2013	IRD:Human	USA	Massachusetts	12-13	A/Boston/YGA_00050/2013	
HA	CY168207	Yes	4	1737	H3N2	01/18/2013	IRD:Human	USA	Massachusetts	12-13	A/Boston/YGA_00051/2013	
HA	CY168215	Yes	4	1737	H3N2	01/18/2013	IRD:Human	USA	Massachusetts	12-13	A/Boston/YGA_00052/2013	
HA	CY168223	Yes	4	1737	H3N2	01/21/2013	IRD:Human	USA	Massachusetts	12-13	A/Boston/YGA_00053/2013	
HA	CY168231	Yes	4	1737	H3N2	01/24/2013	IRD:Human	USA	Massachusetts	12-13	A/Boston/YGA_00054/2013	
HA	CY168239	Yes	4	1737	H3N2	02/01/2013	IRD:Human	USA	Massachusetts	12-13	A/Boston/YGA_00055/2013	
HA	CY168247	Yes	4	1737	H3N2	02/01/2013	IRD:Human	USA	Massachusetts	12-13	A/Boston/YGA_00056/2013	
HA	CY168255	Yes	4	1737	H3N2	02/05/2013	IRD:Human	USA	Massachusetts	12-13	A/Boston/YGA_00059/2013	
HA	CY168263	Yes	4	1737	H3N2	02/06/2013	IRD:Human	USA	Massachusetts	12-13	A/Boston/YGA_00060/2013	
HA	CY168271	Yes	4	1737	H3N2	02/06/2013	IRD:Human	USA	Massachusetts	12-13	A/Boston/YGA_00061/2013	
HA	CY168279	Yes	4	1737	H3N2	02/11/2013	IRD:Human	USA	Massachusetts	12-13	A/Boston/YGA_00062/2013	
HA	CY167788	No	4	1730	H3N2	02/12/2013	IRD:Human	USA	Massachusetts	12-13	A/Boston/YGA_00063/2013	
HA	CY168287	Yes	4	1737	H3N2	02/15/2013	IRD:Human	USA	Massachusetts	12-13	A/Boston/YGA_00064/2013	
HA	CY168295	Yes	4	1737	H3N2	02/21/2013	IRD:Human	USA	Massachusetts	12-13	A/Boston/YGA_00066/2013	
HA	CY168303	Yes	4	1737	H3N2	02/26/2013	IRD:Human	USA	Massachusetts	12-13	A/Boston/YGA_00067/2013	
HA	CY168311	Yes	4	1737	H3N2	02/28/2013	IRD:Human	USA	Massachusetts	12-13	A/Boston/YGA_00068/2013	
HA	CY168319	Yes	4	1737	H3N2	01/13/2013	IRD:Human	USA	Massachusetts	12-13	A/Boston/YGA_00070/2013	
HA	CY168327	Yes	4	1737	H3N2	01/13/2013	IRD:Human	USA	Massachusetts	12-13	A/Boston/YGA_00071/2013	
HA	CY167796	No	4	1737	H3N2	01/18/2013	IRD:Human	USA	Massachusetts	12-13	A/Boston/YGA_00073/2013	
HA	CY168335	Yes	4	1737	H3N2	01/18/2013	IRD:Human	USA	Massachusetts	12-13	A/Boston/YGA_00074/2013	
HA	CY168343	Yes	4	1737	H3N2	01/19/2013	IRD:Human	USA	Massachusetts	12-13	A/Boston/YGA_00076/2013	
HA	CY168351	Yes	4	1737	H3N2	01/19/2013	IRD:Human	USA	Massachusetts	12-13	A/Boston/YGA_00077/2013	
HA	CY168359	Yes	4	1737	H3N2	01/20/2013	IRD:Human	USA	Massachusetts	12-13	A/Boston/YGA_00078/2013	
HA	CY168367	Yes	4	1737	H3N2	01/21/2013	IRD:Human	USA	Massachusetts	12-13	A/Boston/YGA_00079/2013	
HA	CY168375	Yes	4	1737	H3N2	01/22/2013	IRD:Human	USA	Massachusetts	12-13	A/Boston/YGA_00080/2013	
HA	CY168383	Yes	4	1737	H3N2	01/23/2013	IRD:Human	USA	Massachusetts	12-13	A/Boston/YGA_00081/2013	
HA	CY168391	Yes	4	1737	H3N2	01/23/2013	IRD:Human	USA	Massachusetts	12-13	A/Boston/YGA_00082/2013	
HA	CY168399	Yes	4	1737	H3N2	01/23/2013	IRD:Human	USA	Massachusetts	12-13	A/Boston/YGA_00083/2013	
HA	CY168407	Yes	4	1737	H3N2	01/25/2013	IRD:Human	USA	Massachusetts	12-13	A/Boston/YGA_00084/2013	
HA	CY168415	Yes	4	1737	H3N2	01/29/2013	IRD:Human	USA	Massachusetts	12-13	A/Boston/YGA_00086/2013	
HA	CY168431	Yes	4	1737	H3N2	02/04/2013	IRD:Human	USA	Massachusetts	12-13	A/Boston/YGA_00088/2013	
HA	CY168439	Yes	4	1737	H3N2	12/19/2012	IRD:Human	USA	Massachusetts	12-13	A/Boston/YGA_00089/2012	
HA	CY168447	Yes	4	1737	H3N2	12/20/2012	IRD:Human	USA	Massachusetts	12-13	A/Boston/YGA_00090/2012	
HA	CY168455	Yes	4	1737	H3N2	02/04/2013	IRD:Human	USA	Massachusetts	12-13	A/Boston/YGA_00091/2013	
HA	CY168463	Yes	4	1737	H3N2	02/01/2013	IRD:Human	USA	Massachusetts	12-13	A/Boston/YGA_00092/2013	
HA	CY168471	Yes	4	1737	H3N2	12/20/2012	IRD:Human	USA	Massachusetts	12-13	A/Boston/YGA_00093/2012	
HA	CY168479	Yes	4	1737	H3N2	01/31/2013	IRD:Human	USA	Massachusetts	12-13	A/Boston/YGA_00094/2013	
HA	CY168487	Yes	4	1737	H3N2	02/02/2013	IRD:Human	USA	Massachusetts	12-13	A/Boston/YGA_00095/2013	
HA	CY168495	Yes	4	1737	H3N2	01/28/2013	IRD:Human	USA	Massachusetts	12-13	A/Boston/YGA_00096/2013	
HA	CY168503	Yes	4	1737	H3N2	03/23/2013	IRD:Human	USA	Massachusetts	12-13	A/Boston/YGA_00097/2013	
HA	CY168511	Yes	4	1737	H3N2	04/01/2013	IRD:Human	USA	Massachusetts	12-13	A/Boston/YGA_00098/2013	
HA	CY168519	Yes	4	1737	H3N2	04/23/2013	IRD:Human	USA	Massachusetts	12-13	A/Boston/YGA_00099/2013	
HA	CY168527	Yes	4	1737	H3N2	12/19/2012	IRD:Human	USA	Massachusetts	12-13	A/Boston/YGA_01001/2012	
HA	CY168543	Yes	4	1737	H3N2	12/19/2012	IRD:Human	USA	Massachusetts	12-13	A/Boston/YGA_01003/2012	
HA	CY168551	Yes	4	1737	H3N2	12/20/2012	IRD:Human	USA	Massachusetts	12-13	A/Boston/YGA_01004/2012	
HA	CY168559	Yes	4	1737	H3N2	12/20/2012	IRD:Human	USA	Massachusetts	12-13	A/Boston/YGA_01005/2012	
HA	CY168567	Yes	4	1737	H3N2	12/20/2012	IRD:Human	USA	Massachusetts	12-13	A/Boston/YGA_01006/2012	
HA	CY168575	Yes	4	1737	H3N2	12/20/2012	IRD:Human	USA	Massachusetts	12-13	A/Boston/YGA_01008/2012	
HA	CY168583	Yes	4	1737	H3N2	12/20/2012	IRD:Human	USA	Massachusetts	12-13	A/Boston/YGA_01009/2012	
HA	CY168591	Yes	4	1737	H3N2	12/20/2012	IRD:Human	USA	Massachusetts	12-13	A/Boston/YGA_01010/2012	
HA	CY168599	Yes	4	1737	H3N2	12/21/2012	IRD:Human	USA	Massachusetts	12-13	A/Boston/YGA_01011/2012	
HA	CY168607	Yes	4	1737	H3N2	12/21/2012	IRD:Human	USA	Massachusetts	12-13	A/Boston/YGA_01012/2012	
HA	CY168615	Yes	4	1737	H3N2	12/21/2012	IRD:Human	USA	Massachusetts	12-13	A/Boston/YGA_01013/2012	
HA	CY168623	Yes	4	1737	H3N2	12/21/2012	IRD:Human	USA	Massachusetts	12-13	A/Boston/YGA_01014/2012	
HA	CY168631	Yes	4	1737	H3N2	12/21/2012	IRD:Human	USA	Massachusetts	12-13	A/Boston/YGA_01015/2012	
HA	CY168639	Yes	4	1737	H3N2	12/22/2012	IRD:Human	USA	Massachusetts	12-13	A/Boston/YGA_01016/2012	
HA	CY168647	Yes	4	1737	H3N2	12/21/2012	IRD:Human	USA	Massachusetts	12-13	A/Boston/YGA_01017/2012	
HA	CY168655	Yes	4	1737	H3N2	12/22/2012	IRD:Human	USA	Massachusetts	12-13	A/Boston/YGA_01018/2012	
HA	CY168663	Yes	4	1737	H3N2	12/22/2012	IRD:Human	USA	Massachusetts	12-13	A/Boston/YGA_01020/2012	
HA	CY168671	Yes	4	1737	H3N2	12/22/2012	IRD:Human	USA	Massachusetts	12-13	A/Boston/YGA_01022/2012	
HA	CY168679	Yes	4	1737	H3N2	12/22/2012	IRD:Human	USA	Massachusetts	12-13	A/Boston/YGA_01023/2012	
HA	CY168687	Yes	4	1737	H3N2	12/23/2012	IRD:Human	USA	Massachusetts	12-13	A/Boston/YGA_01024/2012	
HA	CY168695	Yes	4	1737	H3N2	12/22/2012	IRD:Human	USA	Massachusetts	12-13	A/Boston/YGA_01025/2012	
HA	CY168703	Yes	4	1731	H3N2	12/23/2012	IRD:Human	USA	Massachusetts	12-13	A/Boston/YGA_01026/2012	
HA	CY168711	Yes	4	1737	H3N2	12/23/2012	IRD:Human	USA	Massachusetts	12-13	A/Boston/YGA_01027/2012	
HA	CY168719	Yes	4	1737	H3N2	12/23/2012	IRD:Human	USA	Massachusetts	12-13	A/Boston/YGA_01028/2012	
HA	CY168727	Yes	4	1737	H3N2	12/23/2012	IRD:Human	USA	Massachusetts	12-13	A/Boston/YGA_01029/2012	
HA	CY168735	Yes	4	1737	H3N2	12/23/2012	IRD:Human	USA	Massachusetts	12-13	A/Boston/YGA_01030/2012	
HA	CY168743	Yes	4	1737	H3N2	12/23/2012	IRD:Human	USA	Massachusetts	12-13	A/Boston/YGA_01031/2012	
HA	CY168751	Yes	4	1737	H3N2	12/24/2012	IRD:Human	USA	Massachusetts	12-13	A/Boston/YGA_01033/2012	
HA	CY168759	Yes	4	1737	H3N2	12/24/2012	IRD:Human	USA	Massachusetts	12-13	A/Boston/YGA_01035/2012	
HA	CY168767	Yes	4	1737	H3N2	12/24/2012	IRD:Human	USA	Massachusetts	12-13	A/Boston/YGA_01036/2012	
HA	CY168775	Yes	4	1737	H3N2	12/24/2012	IRD:Human	USA	Massachusetts	12-13	A/Boston/YGA_01037/2012	
HA	CY168783	Yes	4	1731	H3N2	12/24/2012	IRD:Human	USA	Massachusetts	12-13	A/Boston/YGA_01038/2012	
HA	CY168791	Yes	4	1737	H3N2	12/24/2012	IRD:Human	USA	Massachusetts	12-13	A/Boston/YGA_01039/2012	
HA	CY168799	Yes	4	1737	H3N2	12/24/2012	IRD:Human	USA	Massachusetts	12-13	A/Boston/YGA_01040/2012	
HA	CY168815	Yes	4	1737	H3N2	12/25/2012	IRD:Human	USA	Massachusetts	12-13	A/Boston/YGA_01042/2012	
HA	CY168823	Yes	4	1737	H3N2	12/25/2012	IRD:Human	USA	Massachusetts	12-13	A/Boston/YGA_01043/2012	
HA	CY168831	Yes	4	1737	H3N2	12/25/2012	IRD:Human	USA	Massachusetts	12-13	A/Boston/YGA_01044/2012	
HA	CY168839	Yes	4	1731	H3N2	12/25/2012	IRD:Human	USA	Massachusetts	12-13	A/Boston/YGA_01045/2012	
HA	CY168847	Yes	4	1737	H3N2	12/25/2012	IRD:Human	USA	Massachusetts	12-13	A/Boston/YGA_01046/2012	
HA	CY168855	Yes	4	1737	H3N2	12/25/2012	IRD:Human	USA	Massachusetts	12-13	A/Boston/YGA_01047/2012	
HA	CY168863	Yes	4	1737	H3N2	12/25/2012	IRD:Human	USA	Massachusetts	12-13	A/Boston/YGA_01048/2012	
HA	CY168871	Yes	4	1737	H3N2	12/26/2012	IRD:Human	USA	Massachusetts	12-13	A/Boston/YGA_01049/2012	
HA	CY168887	Yes	4	1737	H3N2	12/25/2012	IRD:Human	USA	Massachusetts	12-13	A/Boston/YGA_01051/2012	
HA	CY168895	Yes	4	1737	H3N2	12/26/2012	IRD:Human	USA	Massachusetts	12-13	A/Boston/YGA_01052/2012	
HA	CY168903	Yes	4	1737	H3N2	12/26/2012	IRD:Human	USA	Massachusetts	12-13	A/Boston/YGA_01053/2012	
HA	CY168911	Yes	4	1737	H3N2	12/26/2012	IRD:Human	USA	Massachusetts	12-13	A/Boston/YGA_01054/2012	
HA	CY168919	Yes	4	1737	H3N2	12/26/2012	IRD:Human	USA	Massachusetts	12-13	A/Boston/YGA_01055/2012	
HA	CY168927	Yes	4	1737	H3N2	12/26/2012	IRD:Human	USA	Massachusetts	12-13	A/Boston/YGA_01056/2012	
HA	CY168935	Yes	4	1737	H3N2	12/26/2012	IRD:Human	USA	Massachusetts	12-13	A/Boston/YGA_01058/2012	
HA	CY168943	Yes	4	1737	H3N2	12/26/2012	IRD:Human	USA	Massachusetts	12-13	A/Boston/YGA_01059/2012	
HA	CY168951	Yes	4	1733	H3N2	12/26/2012	IRD:Human	USA	Massachusetts	12-13	A/Boston/YGA_01060/2012	
HA	CY168959	Yes	4	1737	H3N2	12/26/2012	IRD:Human	USA	Massachusetts	12-13	A/Boston/YGA_01061/2012	
HA	CY168967	Yes	4	1737	H3N2	12/27/2012	IRD:Human	USA	Massachusetts	12-13	A/Boston/YGA_01062/2012	
HA	CY168975	Yes	4	1737	H3N2	12/27/2012	IRD:Human	USA	Massachusetts	12-13	A/Boston/YGA_01063/2012	
HA	CY168983	Yes	4	1737	H3N2	12/27/2012	IRD:Human	USA	Massachusetts	12-13	A/Boston/YGA_01064/2012	
HA	CY168991	Yes	4	1737	H3N2	12/27/2012	IRD:Human	USA	Massachusetts	12-13	A/Boston/YGA_01065/2012	
HA	CY168999	Yes	4	1737	H3N2	12/27/2012	IRD:Human	USA	Massachusetts	12-13	A/Boston/YGA_01066/2012	
HA	CY169007	Yes	4	1737	H3N2	12/27/2012	IRD:Human	USA	Massachusetts	12-13	A/Boston/YGA_01067/2012	
HA	CY169015	Yes	4	1737	H3N2	12/27/2012	IRD:Human	USA	Massachusetts	12-13	A/Boston/YGA_01068/2012	
HA	CY169023	Yes	4	1737	H3N2	12/27/2012	IRD:Human	USA	Massachusetts	12-13	A/Boston/YGA_01070/2012	
HA	CY169031	Yes	4	1737	H3N2	12/27/2012	IRD:Human	USA	Massachusetts	12-13	A/Boston/YGA_01071/2012	
HA	CY169039	Yes	4	1737	H3N2	12/27/2012	IRD:Human	USA	Massachusetts	12-13	A/Boston/YGA_01072/2012	
HA	CY169047	Yes	4	1737	H3N2	12/28/2012	IRD:Human	USA	Massachusetts	12-13	A/Boston/YGA_01073/2012	
HA	CY169055	Yes	4	1737	H3N2	12/28/2012	IRD:Human	USA	Massachusetts	12-13	A/Boston/YGA_01074/2012	
HA	CY169063	Yes	4	1737	H3N2	12/28/2012	IRD:Human	USA	Massachusetts	12-13	A/Boston/YGA_01075/2012	
